Esquema,Conservabilidade
64534132,False
64534231,False
65125324,True
65125423,True
65135234,False
65135432,True
65145243,False
65145342,False
65215314,False
65215413,False
65235134,False
65235431,True
65245143,False
65245341,False
65315214,False
65315412,False
65325124,False
65325421,False
65345142,False
65345241,False
65415213,False
65415312,False
65425123,False
65425321,False
65435132,False
65435231,False
